f_effective Mass
32.4647753599 0.00025332748061
32.5218907768 0.000255003429537
32.5824222942 0.000258254339101
32.6333976752 0.000259952645855
32.7745564098 0.000261475592348
32.8171450432 0.000263912140911
32.9494477194 0.000264003402353
33.0309546784 0.000266994206364
33.1085599282 0.00026902233341
33.1393682414 0.000271482849902
33.2456003853 0.000272271879547
33.3399880932 0.000274487357801
33.3822971282 0.000275236133906
33.3987947336 0.000276929744912
33.5278925614 0.000278731517813
33.622902884 0.000280950958706
33.7043717369 0.000284680415895
33.8013552273 0.000286406877919
33.8669867501 0.000288162989911
34.0461125114 0.000290904386811
34.1283641068 0.00029189556812
34.2043269352 0.000295232640729
34.3166669023 0.000296337762228
34.360684525 0.000297463022042
34.5960763335 0.00029912745086
34.7022124744 0.000301093533466
34.7257568524 0.000304857632219
34.7571115782 0.000305436666275
34.8176644156 0.00030622172683
35.0094637211 0.000309488127299
35.0542762924 0.000310949726837
35.1455267839 0.000313618738968
35.2416836357 0.000315320998025
35.3065886652 0.00031739242375
35.435143141 0.000321138703595
35.4773450497 0.000322338634912
35.605399896 0.000324193759194
35.7381698537 0.000326980062276
35.7947995543 0.000327635051969
35.9047897387 0.000328840437575
36.1022503745 0.000333531950943
36.160968043 0.00033649875973
36.2786359217 0.00033785233662
36.3262082807 0.000338816437377
36.3847704414 0.000341307695587
36.5166630099 0.000341862923784
36.5974333284 0.000344152714566
36.6839899124 0.000348170024474
36.742443443 0.000349793565851
36.775990414 0.000351516947487
36.8766428164 0.000353762852965
36.9303940609 0.000356278336843
37.0723591847 0.000359160441821
37.1194447779 0.000360639827203
37.1704343715 0.000362143288645
37.2596119113 0.000363851503014
37.3701518549 0.000364966935793
37.4921530741 0.000367832442263
37.5501637859 0.000370223794813
37.6338781422 0.00037353539254
37.7426371142 0.00037547990381
37.819199181 0.000376538958889
37.929933873 0.000379601984806
37.9692523629 0.000383794626387
38.0301746206 0.000385026229856
38.2647192202 0.000386117269724
38.3111121112 0.000389793339192
38.4097445298 0.00039414911323
38.4864839176 0.000394621052274
38.5380906183 0.000396665197652
38.6846265307 0.000399406148183
38.7359850213 0.0004012694429
38.8751790563 0.000403947640339
38.9627666495 0.00041086216629
39.0252134812 0.000411890459769
39.2198698125 0.000417517604725
39.2383848754 0.000417816352089
39.3142844961 0.000422143031053
39.4392642368 0.000423883617273
39.5535333508 0.000427629916273
39.6190001848 0.000430498192205
39.719839222 0.000433496262793
39.8130284807 0.000436717628235
39.9143569 0.000437049512004
39.9674244703 0.000438783093576
40.0627754791 0.000441921804135
40.1762877926 0.000444040606843
40.2131048324 0.000447983249405
40.4035719443 0.000449840939772
40.5345863125 0.000451450817862
40.6054029326 0.000452873982904
40.6979706649 0.000455574477825
40.7601620756 0.000461054575791
40.819995093 0.000462780242291
40.9038074064 0.000467292807783
40.9914235433 0.000468547196135
41.1421865751 0.000473868173108
41.2947678278 0.000478172581171
41.3242067435 0.000478983854325
41.4944325548 0.000482573962417
41.6027353016 0.000486499039628
41.6572863938 0.000489110374045
41.7505418264 0.000492867495974
41.8893964629 0.00049617461024
41.9307271719 0.000502027770793
42.0736470058 0.000504302802671
42.1267922205 0.000506715266624
42.1651590501 0.000510592819611
42.2798447561 0.000512504412951
42.4562803106 0.000518180883161
42.5548957905 0.000520244136185
42.6041234278 0.000523508018058
42.7155666289 0.000525677489464
42.8277537297 0.000528371545056
42.9620347915 0.000530093026344
43.0304550813 0.000535018906403
43.0771075911 0.000539390572963
43.2218726097 0.000543329062768
43.3309663537 0.000546732418306
43.3910987312 0.000547162948974
43.4097019918 0.000548362932094
43.5306439852 0.000552217309894
43.6043672663 0.000556386039395
43.6742517685 0.000564068718302
43.6989833639 0.000565771443006
43.7362149835 0.000569273564499
43.9356605346 0.000570917792068
44.0154715547 0.000577394394754
44.0995394097 0.000580331206943
44.2359143921 0.000585777545069
44.2736275334 0.000586236629118
44.3849920958 0.000589490986406
44.4660060531 0.000591244604864
44.7097449724 0.000595773559564
44.7201288762 0.000604295368081
44.8572562238 0.000605771063629
44.9758200737 0.000610416222963
45.0484287403 0.000611631960506
45.1930046369 0.00061712162172
45.3384572356 0.000621150699549
45.4178950742 0.000627332493763
45.4656238891 0.000631338821062
45.5142413865 0.000635012412435
45.6498768527 0.000639414116865
45.706641739 0.000642158408356
45.7353053361 0.000643686699385
45.8184029671 0.000649267271038
45.8470972526 0.000655356037842
45.9655597908 0.000658767767426
46.0364272383 0.00066272833376
46.2079419356 0.00066831412463
46.2454708625 0.000671739896636
46.3730755383 0.000675132399935
46.5212330888 0.000683854392044
46.6649944022 0.000687755524746
46.7248405818 0.000690360365573
46.7771105567 0.000698413525575
46.8764344469 0.000702911644682
46.9969802921 0.000705046020956
47.0303550214 0.000708554123743
47.1702250481 0.000711446748602
47.2468466527 0.000718818588768
47.3188177958 0.000721471583802
47.4101365781 0.000726865205745
47.5540086757 0.000731289876951
47.5665873612 0.000735643318933
47.6500965357 0.000738663216768
47.7696508744 0.000744113943979
47.8657929337 0.000745756413504
48.125029719 0.000753329471083
