H w z
1.25738572578 0.414909010359 1.9149492545
1.25622683335 0.41313008387 1.91467851252
1.2550722426 0.411355028189 1.91440734077
1.25392193335 0.409583828286 1.9141357395
1.25277588555 0.407816469217 1.91386370895
1.25163407924 0.406052936119 1.91359124936
1.25049649463 0.404293214212 1.91331836097
1.249363112 0.402537288797 1.91304504402
1.24823391177 0.400785145255 1.91277129876
1.24710887448 0.399036769048 1.91249712544
1.24598798077 0.397292145719 1.91222252429
1.2448712114 0.395551260887 1.91194749558
1.24375854725 0.393814100253 1.91167203954
1.2426499693 0.392080649593 1.91139615643
1.24154545866 0.390350894762 1.91111984649
1.24044499653 0.388624821692 1.91084310998
1.23934856424 0.386902416391 1.91056594715
1.23825614321 0.385183664951 1.91028835825
1.23716771502 0.383468553592 1.91001034355
1.23608326134 0.381757068565 1.90973190331
1.23500276391 0.380049196188 1.90945303778
1.2339262046 0.378344922851 1.90917374722
1.23285356538 0.376644235016 1.90889403189
1.23178482832 0.374947119222 1.90861389205
1.23071997561 0.373253562076 1.90833332796
1.22965898951 0.37156355026 1.90805233989
1.22860185242 0.369877070528 1.90777092809
1.22754854681 0.368194109701 1.90748909284
1.22649905528 0.366514654676 1.9072068344
1.22545336051 0.364838692416 1.90692415303
1.22441144529 0.363166209954 1.906641049
1.22337329249 0.361497194395 1.90635752258
1.22233888511 0.359831632909 1.90607357404
1.22130820621 0.358169512737 1.90578920365
1.22028123899 0.356510821185 1.90550441168
1.21925796671 0.354855545629 1.9052191984
1.21823837274 0.35320367351 1.90493356409
1.21722244054 0.351555192336 1.90464750901
1.21621015368 0.34991008968 1.90436103345
1.21520149579 0.348268353182 1.90407413768
1.21419645062 0.346629970546 1.90378682198
1.21319500201 0.34499492954 1.90349908661
1.21219713388 0.343363217997 1.90321093187
1.21120283026 0.341734823814 1.90292235803
1.21021207523 0.34010973495 1.90263336537
1.20922485302 0.338487939428 1.90234395417
1.20824114789 0.336869425333 1.90205412472
1.20726094422 0.335254180811 1.90176387729
1.20628422647 0.333642194072 1.90147321217
1.2053109792 0.332033453384 1.90118212965
1.20434118702 0.330427947079 1.90089063
1.20337483468 0.328825663547 1.90059871352
1.20241190696 0.327226591238 1.90030638049
1.20145238878 0.325630718697 1.90001363121
1.20049626513 0.324038034519 1.89972046597
1.19954352107 0.322448527338 1.89942688506
1.19859414174 0.320862185846 1.89913288877
1.19764811237 0.319278998795 1.89883847739
1.19670541826 0.317698954991 1.89854365122
1.1957660448 0.316122043301 1.89824841055
1.19482997747 0.314548252647 1.89795275567
1.1938972018 0.31297757201 1.89765668689
1.19296770344 0.311409990424 1.89736020449
1.19204146808 0.309845496981 1.89706330877
1.19111848152 0.30828408083 1.89676600004
1.19019872962 0.306725731171 1.89646827859
1.18928219831 0.305170437263 1.89617014471
1.18836887362 0.303618188417 1.89587159872
1.18745874164 0.302068973999 1.89557264091
1.18655178855 0.300522783429 1.89527327158
1.18564800058 0.298979606181 1.89497349104
1.18474736406 0.29743943178 1.89467329958
1.18384986539 0.295902249806 1.89437269752
1.18295549102 0.29436804989 1.89407168516
1.18206422751 0.292836821715 1.8937702628
1.18117606148 0.291308555018 1.89346843076
1.18029097959 0.289783239584 1.89316618933
1.17940896862 0.288260865252 1.89286353883
1.1785300154 0.28674142191 1.89256047956
1.17765410682 0.285224899496 1.89225701184
1.17678122986 0.283711288001 1.89195313597
1.17591137155 0.282200577463 1.89164885226
1.17504451902 0.28069275797 1.89134416103
1.17418065943 0.279187819659 1.89103906259
1.17331978004 0.277685752717 1.89073355725
1.17246186817 0.27618654738 1.89042764533
1.17160691119 0.274690193928 1.89012132714
1.17075489656 0.273196682695 1.88981460299
1.16990581181 0.271706004068 1.8895074732
1.16905964452 0.270218148502 1.88919993811
1.16821638236 0.268733106474 1.88889199801
1.16737601304 0.26725086851 1.88858365324
1.16653852435 0.265771425177 1.88827490412
1.16570390412 0.264294767094 1.88796575096
1.16487214028 0.262820884921 1.88765619408
1.1640432208 0.261349769368 1.88734623381
1.16321713372 0.259881411186 1.88703587047
1.16239386713 0.258415801176 1.88672510438
1.1615734092 0.25695293018 1.88641393587
1.16075574816 0.255492789086 1.88610236526
1.15994087229 0.254035368825 1.88579039287
1.15912876995 0.252580660376 1.88547801903
1.15831942954 0.251128654756 1.88516524407
1.15751283953 0.24967934303 1.88485206831
1.15670898846 0.248232716303 1.88453849208
1.15590786491 0.246788765727 1.88422451572
1.15510945753 0.245347482492 1.88391013954
1.15431375504 0.243908857832 1.88359536388
1.15352074619 0.242472883026 1.88328018906
1.15273041982 0.241039549391 1.88296461543
1.1519427648 0.239608848287 1.8826486433
1.15115777008 0.238180771116 1.88233227302
1.15037542466 0.23675530932 1.88201550491
1.14959571759 0.235332454383 1.88169833931
1.14881863797 0.233912197829 1.88138077656
1.14804417498 0.232494531222 1.88106281697
1.14727231785 0.231079446166 1.8807444609
1.14650305583 0.229666934307 1.88042570868
1.14573637828 0.228256987328 1.88010656063
1.14497227457 0.226849596952 1.87978701711
1.14421073415 0.225444754942 1.87946707844
1.14345174651 0.224042453099 1.87914674497
1.1426953012 0.222642683263 1.87882601703
1.14194138783 0.221245437315 1.87850489496
1.14118999605 0.219850707192 1.8781833791
1.14044111559 0.218458484856 1.87786146981
1.1396947362 0.217068762302 1.87753916743
1.13895084769 0.215681531563 1.87721647228
1.13820943993 0.21429678471 1.87689338473
1.13747050284 0.212914513849 1.8765699051
1.13673402638 0.211534711125 1.87624603375
1.13600000057 0.210157368718 1.87592177101
1.13526841548 0.208782478847 1.87559711724
1.13453926122 0.207410033764 1.87527207278
1.13381252796 0.20604002576 1.87494663798
1.13308820592 0.20467244716 1.87462081317
1.13236628537 0.203307290326 1.87429459871
1.13164675661 0.201944547653 1.87396799495
1.13092961002 0.200584211575 1.87364100223
1.130214836 0.199226274557 1.87331362091
1.12950242501 0.197870729102 1.87298585132
1.12879236756 0.196517567746 1.87265769383
1.1280846542 0.195166783059 1.87232914878
1.12737927554 0.193818367646 1.87200021652
1.12667622221 0.192472314146 1.87167089741
1.12597548493 0.191128615232 1.87134119179
1.12527705441 0.18978726361 1.87101110001
1.12458092146 0.188448252019 1.87068062244
1.12388707691 0.187111573232 1.87034975942
1.12319551162 0.185777220055 1.8700185113
1.12250621652 0.184445185327 1.86968687845
1.12181918258 0.183115461918 1.86935486121
1.12113440081 0.181788042732 1.86902245994
1.12045186227 0.180462920705 1.86868967499
1.11977155804 0.179140088804 1.86835650673
1.11909347929 0.17781954003 1.8680229555
1.11841761718 0.176501267413 1.86768902167
1.11774396296 0.175185264017 1.86735470559
1.11707250789 0.173871522936 1.86702000762
1.1164032433 0.172560037308 1.86668492812
1.11573616054 0.171250800307 1.86634946746
1.11507125103 0.169943805121 1.866013626
1.1144085062 0.16863904497 1.86567740409
1.11374791754 0.167336513103 1.86534080211
1.11308947657 0.166036202802 1.8650038204
1.11243317485 0.164738107377 1.86466645934
1.111779004 0.163442220168 1.86432871928
1.11112695566 0.162148534545 1.86399060059
1.11047702152 0.160857043908 1.86365210363
1.10982919331 0.159567741687 1.86331322877
1.10918346279 0.158280621339 1.86297397636
1.10853982178 0.156995676352 1.86263434677
1.10789826212 0.155712900244 1.86229434036
1.10725877569 0.154432286558 1.86195395751
1.10662135443 0.153153828869 1.86161319857
1.10598599029 0.151877520779 1.86127206392
1.10535267527 0.150603355918 1.86093055391
1.10472140143 0.149331327945 1.86058866892
1.10409216083 0.148061430547 1.86024640931
1.1034649456 0.146793657438 1.85990377545
1.10283974788 0.145528002359 1.85956076771
1.10221655988 0.144264459081 1.85921738645
1.10159537381 0.143003021399 1.85887363205
1.10097618194 0.141743683139 1.85852950487
1.10035897658 0.14048643815 1.85818500528
1.09974375006 0.13923128031 1.85784013365
1.09913049476 0.137978203524 1.85749489035
1.09851920309 0.136727201723 1.85714927575
1.09790986749 0.135478268864 1.85680329023
1.09730248046 0.134231398932 1.85645693414
1.0966970345 0.132986585934 1.85611020787
1.09609352217 0.131743823909 1.85576311179
1.09549193606 0.130503106916 1.85541564626
1.09489226879 0.129264429043 1.85506781167
1.09429451302 0.128027784403 1.85471960837
1.09369866145 0.126793167133 1.85437103675
1.09310470679 0.125560571398 1.85402209718
1.0925126418 0.124329991386 1.85367279003
1.09192245929 0.12310142131 1.85332311568
1.09133415208 0.121874855408 1.85297307449
1.09074771304 0.120650287943 1.85262266685
1.09016313504 0.119427713203 1.85227189313
1.08958041103 0.118207125499 1.8519207537
1.08899953397 0.116988519168 1.85156924893
1.08842049684 0.115771888569 1.85121737921
1.08784329267 0.114557228089 1.85086514491
1.08726791454 0.113344532164 1.85051254643
1.08669435555 0.112133795246 1.85015958414
1.08612260881 0.110925011796 1.84980625842
1.08555266748 0.109718176294 1.84945256966
1.08498452476 0.108513283248 1.84909851823
1.08441817385 0.107310327186 1.84874410452
1.08385360801 0.106109302661 1.8483893289
1.08329082053 0.104910204248 1.84803419175
1.0827298047 0.103713026547 1.84767869345
1.08217055387 0.102517764178 1.84732283439
1.08161306142 0.101324411786 1.84696661494
1.08105732075 0.100132964036 1.84661003549
1.08050332529 0.0989434156185 1.84625309642
1.07995106851 0.0977557612444 1.8458957981
1.0794005439 0.0965699956471 1.84553814093
1.07885174497 0.0953861135824 1.84518012528
1.0783046653 0.0942041098279 1.84482175153
1.07775929845 0.0930239791829 1.84446302008
1.07721563804 0.0918457164686 1.84410393129
1.0766736777 0.0906693165278 1.84374448556
1.07613341112 0.0894947742248 1.84338468327
1.07559483198 0.0883220844452 1.84302452481
1.07505793401 0.0871512420958 1.84266401055
1.07452271097 0.0859822421047 1.84230314088
1.07398915663 0.0848150794211 1.84194191619
1.07345726482 0.0836497490147 1.84158033686
1.07292702937 0.0824862458766 1.84121840327
1.07239844414 0.0813245650181 1.84085611582
1.07187150303 0.0801647014714 1.84049347488
1.07134619997 0.0790066502889 1.84013048085
1.07082252889 0.0778504065436 1.83976713411
1.07030048379 0.0766959653288 1.83940343504
1.06978005866 0.0755433217576 1.83903938403
1.06926124752 0.0743924709635 1.83867498148
1.06874404445 0.0732434080998 1.83831022776
1.06822844352 0.0720961283396 1.83794512326
1.06771443884 0.0709506268758 1.83757966837
1.06720202455 0.0698068989208 1.83721386348
1.0666911948 0.0686649397066 1.83684770898
1.0661819438 0.0675247444846 1.83648120525
1.06567426575 0.0663863085256 1.83611435268
1.06516815489 0.0652496271194 1.83574715166
1.06466360549 0.064114695575 1.83537960258
1.06416061184 0.0629815092205 1.83501170583
1.06365916826 0.0618500634029 1.83464346179
1.06315926908 0.0607203534878 1.83427487086
1.06266090868 0.0595923748609 1.83390593342
1.06216408145 0.0584661229463 1.83353664988
1.06166878181 0.0573415931749 1.83316702064
1.06117500421 0.0562187809886 1.83279704608
1.06068274311 0.055097681848 1.83242672659
1.060191993 0.0539782912319 1.83205606258
1.0597027484 0.0528606046373 1.83168505442
1.05921500384 0.0517446175792 1.83131370252
1.05872875389 0.0506303255908 1.83094200725
1.05824399314 0.0495177242229 1.83056996903
1.05776071619 0.0484068090445 1.83019758823
1.05727891767 0.0472975756419 1.82982486526
1.05679859226 0.0461900196194 1.8294518005
1.05631973462 0.0450841365985 1.82907839435
1.05584233945 0.0439799222185 1.8287046472
1.0553664015 0.0428773721357 1.82833055945
1.0548919155 0.041776482024 1.82795613148
1.05441887623 0.0406772475741 1.8275813637
1.05394727849 0.0395796644943 1.82720625649
1.05347711709 0.0384837285093 1.82683081026
1.05300838687 0.0373894353612 1.82645502539
1.0525410827 0.0362967808088 1.82607890228
1.05207519946 0.0352057606274 1.82570244133
1.05161073206 0.0341163706092 1.82532564293
1.05114767543 0.033028606563 1.82494850747
1.05068602452 0.031942464314 1.82457103535
1.05022577429 0.0308579397036 1.82419322697
1.04976691976 0.0297750285899 1.82381508272
1.04930945593 0.0286937268471 1.82343660299
1.04885337784 0.0276140303653 1.82305778819
1.04839868055 0.026535935051 1.82267863871
1.04794535914 0.0254594368265 1.82229915494
1.04749340871 0.02438453163 1.82191933728
1.04704282438 0.0233112154158 1.82153918613
1.0465936013 0.0222394841535 1.82115870188
1.04614573463 0.0211693338287 1.82077788494
1.04569921955 0.0201007604425 1.82039673569
1.04525405127 0.0190337600115 1.82001525453
1.04481022502 0.0179683285676 1.81963344186
1.04436773604 0.0169044621582 1.81925129809
1.0439265796 0.015842156846 1.81886882359
1.04348675098 0.0147814087088 1.81848601878
1.04304824549 0.0137222138396 1.81810288405
1.04261105845 0.0126645683463 1.8177194198
1.04217518522 0.0116084683519 1.81733562642
1.04174062115 0.0105539099943 1.81695150432
1.04130736164 0.00950088942611 1.81656705388
1.04087540209 0.00844940281674 1.81618227552
1.04044473793 0.00739944636401 1.81579716963
1.0400153646 0.0063510162692 1.81541173662
1.03958727757 0.00530410874504 1.8150259769
1.03916047232 0.00425872001876 1.81463989085
1.03873494435 0.00321484633201 1.81425347889
1.03831068918 0.00217248394078 1.8138667414
1.03788770236 0.00113162911535 1.81347967879
1.03746597944 9.22781402082e-05 1.81309229146
1.03704551599 -0.000945572686028 1.81270457981
1.03662630762 -0.00198192705067 1.81231654424
1.03620834993 -0.00301678862703 1.81192818515
1.03579163856 -0.0040501610745 1.81153950294
1.03537616915 -0.0050820480386 1.81115049801
1.03496193738 -0.00611245315106 1.81076117076
1.03454893894 -0.00714138002989 1.81037152159
1.03413716952 -0.00816883227945 1.80998155091
1.03372662486 -0.0091948134905 1.80959125911
1.03331730068 -0.0102193272403 1.80920064659
1.03290919275 -0.0112423770926 1.80880971376
1.03250229684 -0.0122639665978 1.80841846102
1.03209660875 -0.0132840992929 1.80802688877
1.03169212429 -0.0143027787019 1.80763499741
1.03128883929 -0.0153200083353 1.80724278734
1.03088674958 -0.0163357916905 1.80685025896
1.03048585104 -0.0173501322521 1.80645741267
1.03008613954 -0.0183630334914 1.80606424889
1.02968761097 -0.0193744988669 1.805670768
1.02929026126 -0.0203845318242 1.80527697041
1.02889408633 -0.0213931357962 1.80488285652
1.02849908213 -0.0224003142027 1.80448842674
1.02810524463 -0.0234060704512 1.80409368146
1.0277125698 -0.0244104079365 1.80369862109
1.02732105363 -0.0254133300406 1.80330324603
1.02693069215 -0.0264148401333 1.80290755669
